id,sku,upc,ean,jan,isbn,mpn,image,brand_id,supplier_id,price,cost,stock,sold,minimum,weight_class,weight,length_class,length,width,height,kind,property,tax_id,status,sort,view,alias,category_store_id,store_id,date_lastview,date_available,created_at,updated_at,namebn,keysbn,nameen,keysen
1, 'MTBD101001', NULL, NULL, NULL, NULL, NULL, '/data/product/Miniket-Rice-Premium-5kg.png', 0, 0, 349.00, 0.00, 0, 10, 0, 'kg', 5, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'miniket-rice-premium', 0, 1, '2022-04-26 22:42:56', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-27 09:10:23",মিনিকেট রাইস প্রিমিয়াম,"['মিনিকেট', 'রাইস', 'প্রিমিয়াম']",Miniket Rice Premium,"['Miniket', 'Rice', 'Premium']"
2, 'MTBD101002', NULL, NULL, NULL, NULL, NULL, '/data/product/Miniket-Rice-Standard-5kg.jpg', 0, 0, 314.00, 0.00, 3, 7, 0, 'kg', 5, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'miniket-rice-standard', 0, 1, '2022-04-27 06:32:36', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-09 09:18:34",মিনিকেট রাইস স্ট্যান্ডার্ড,"['মিনিকেট', 'রাইস', 'স্ট্যান্ডার্ড']",Miniket Rice Standard,"['Miniket', 'Rice', 'Standard']"
3, 'MTBD101003', NULL, NULL, NULL, NULL, NULL, '/data/product/Aromatic-chinigura-rice-1kg.jpeg', 0, 0, 119.00, 0.00, 0, 10, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'aromatic-chinigura-rice', 0, 1, '2022-04-26 07:46:18', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 08:50:51",সুগন্ধি চিনিগুড়া চাল,"['সুগন্ধি', 'চিনিগুড়া', 'চাল']",Aromatic chinigura rice,"['Aromatic', 'chinigura', 'rice']"
4, 'MTBD101004', NULL, NULL, NULL, NULL, NULL, '/data/product/Aromatic-chinigura-rice-2kg.jpeg', 0, 0, 238.00, 0.00, 6, 4, 0, 'kg', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'aromatic-chinigura-rice', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 09:54:20",সুগন্ধি চিনিগুড়া চাল,"['সুগন্ধি', 'চিনিগুড়া', 'চাল']",Aromatic chinigura rice,"['Aromatic', 'chinigura', 'rice']"
5, 'MTBD101005', NULL, NULL, NULL, NULL, NULL, '/data/product/Chashi-chinigura-rice-1kg.png', 0, 0, 139.00, 0.00, 8, 2, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'chashi-chinigura-rice', 0, 1, '2022-04-26 12:55:35', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 09:54:20",চাষী চিনিগুড়া চাল,"['চাষী', 'চিনিগুড়া', 'চাল']",Chashi chinigura rice,"['Chashi', 'chinigura', 'rice']"
6, 'MTBD101006', NULL, NULL, NULL, NULL, NULL, '/data/product/Chashi-chinigura-rice-2kg.JPEG', 0, 0, 264.00, 0.00, 5, 5, 0, 'kg', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'chashi-chinigura-rice', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-09 09:18:34",চাষী চিনিগুড়া চাল,"['চাষী', 'চিনিগুড়া', 'চাল']",Chashi chinigura rice,"['Chashi', 'chinigura', 'rice']"
7, 'MTBD101007', NULL, NULL, NULL, NULL, NULL, '/data/product/Teer-chinigura-rice-1kg.JPEG', 0, 0, 139.00, 0.00, 2, 8, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'teer-chinigura-rice', 0, 1, '2022-04-26 10:09:12', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 09:54:20",তীর চিনিগুড়া চাল,"['তীর', 'চিনিগুড়া', 'চাল']",Teer chinigura rice,"['Teer', 'chinigura', 'rice']"
8, 'MTBD101008', NULL, NULL, NULL, NULL, NULL, '/data/product/Teer-chinigura-rice-2kg.JPEG', 0, 0, 278.00, 0.00, 6, 4, 0, 'kg', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'teer-chinigura-rice', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-09 16:06:00",তীর চিনিগুড়া চাল,"['তীর', 'চিনিগুড়া', 'চাল']",Teer chinigura rice,"['Teer', 'chinigura', 'rice']"
9, 'MTBD101009', NULL, NULL, NULL, NULL, NULL, '/data/product/Fresh-chinigura-rice-1kg.JPEG', 0, 0, 129.00, 0.00, 4, 6, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'fresh-chinigura-rice', 0, 1, '2022-04-26 12:41:52', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-09 09:42:55",ফ্রেশ চিনিগুড়া চাল,"['ফ্রেশ', 'চিনিগুড়া', 'চাল']",Fresh chinigura rice,"['Fresh', 'chinigura', 'rice']"
10, 'MTBD101010', NULL, NULL, NULL, NULL, NULL, '/data/product/Fresh-chinigura-rice-2kg.JPEG', 0, 0, 258.00, 0.00, 9, 1, 0, 'kg', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'fresh-chinigura-rice', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-27 13:09:41",ফ্রেশ চিনিগুড়া চাল,"['ফ্রেশ', 'চিনিগুড়া', 'চাল']",Fresh chinigura rice,"['Fresh', 'chinigura', 'rice']"
11, 'MTBD101011', NULL, NULL, NULL, NULL, NULL, '/data/product/Rupchanda-premium-chinigura-rice-1kg.jpg', 0, 0, 129.00, 0.00, 5, 5, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'rupchanda-premium-chinigura-rice', 0, 1, '2022-04-26 14:16:24', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 09:54:20",রূপচাঁদা প্রিমিয়াম চিনিগুড়া চাল,"['রূপচাঁদা', 'প্রিমিয়াম', 'চিনিগুড়া', 'চাল']",Rupchanda premium chinigura rice,"['Rupchanda', 'premium', 'chinigura', 'rice']"
12, 'MTBD101012', NULL, NULL, NULL, NULL, NULL, '/data/product/Rupchanda-premium-chinigura-rice-2kg.jpg', 0, 0, 258.00, 0.00, 8, 2, 0, 'kg', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'rupchanda-premium-chinigura-rice', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 08:50:51",রূপচাঁদা প্রিমিয়াম চিনিগুড়া চাল,"['রূপচাঁদা', 'প্রিমিয়াম', 'চিনিগুড়া', 'চাল']",Rupchanda premium chinigura rice,"['Rupchanda', 'premium', 'chinigura', 'rice']"
13, 'MTBD101013', NULL, NULL, NULL, NULL, NULL, '/data/product/Pran-chinigura-rice-1kg.PNG', 0, 0, 132.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'pran-chinigura-rice', 0, 1, '2022-04-26 09:18:05', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-26 09:18:05",প্রাণ চিনিগুড়া চাল,"['প্রাণ', 'চিনিগুড়া', 'চাল']",Pran chinigura rice,"['Pran', 'chinigura', 'rice']"
14, 'MTBD101014', NULL, NULL, NULL, NULL, NULL, '/data/product/Pran-chinigura-rice-2kg.PNG', 0, 0, 264.00, 0.00, 8, 2, 0, 'kg', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'pran-chinigura-rice', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-02 14:16:20",প্রাণ চিনিগুড়া চাল,"['প্রাণ', 'চিনিগুড়া', 'চাল']",Pran chinigura rice,"['Pran', 'chinigura', 'rice']"
15, 'MTBD101015', NULL, NULL, NULL, NULL, NULL, '/data/product/ACI-Premium-chinigura-rice-1kg.jpg', 0, 0, 129.00, 0.00, 5, 5, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'aci-premium-chinigura-rice', 0, 1, '2022-04-26 11:04:51', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-09 09:42:55",এসিআই প্রিমিয়াম চিনিগুড়া চাল,"['এসিআই', 'প্রিমিয়াম', 'চিনিগুড়া', 'চাল']",ACI Premium chinigura rice,"['ACI', 'Premium', 'chinigura', 'rice']"
16, 'MTBD101016', NULL, NULL, NULL, NULL, NULL, '/data/product/ACI-Premium-chinigura-rice-2kg.jpg', 0, 0, 258.00, 0.00, 3, 7, 0, 'kg', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'aci-premium-chinigura-rice', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-09 09:42:55",এসিআই প্রিমিয়াম চিনিগুড়া চাল,"['এসিআই', 'প্রিমিয়াম', 'চিনিগুড়া', 'চাল']",ACI Premium chinigura rice,"['ACI', 'Premium', 'chinigura', 'rice']"
17, 'MTBD101017', NULL, NULL, NULL, NULL, NULL, '/data/product/Deshi-Mosur-Dal.jpg', 0, 0, 77.00, 0.00, 9, 1, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 6, 'deshi-mosur-dal', 0, 1, '2022-04-26 20:11:56', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-09 09:18:34",দেশি মসুর ডাল,"['দেশি', 'মসুর', 'ডাল']",Deshi Mosur Dal,"['Deshi', 'Mosur', 'Dal']"
18, 'MTBD101018', NULL, NULL, NULL, NULL, NULL, '/data/product/Deshi-Mosur-Dal.jpg', 0, 0, 154.00, 0.00, 1, 9, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'deshi-mosur-dal', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 09:54:20",দেশি মসুর ডাল,"['দেশি', 'মসুর', 'ডাল']",Deshi Mosur Dal,"['Deshi', 'Mosur', 'Dal']"
19, 'MTBD101019', NULL, NULL, NULL, NULL, NULL, '/data/product/Teer-Mosur-Dal-500gm.JPEG', 0, 0, 114.00, 0.00, 9, 1, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'teer-mosur-dal', 0, 1, '2022-04-27 02:46:37', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-27 02:46:37",তীর  মসুর ডাল,"['তীর', 'মসুর', 'ডাল']",Teer Mosur Dal,"['Teer', 'Mosur', 'Dal']"
20, 'MTBD101020', NULL, NULL, NULL, NULL, NULL, '/data/product/Teer-Mosur-Dal-1kg.png', 0, 0, 57.00, 0.00, 9, 1, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'teer-mosur-dal', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 09:54:20",তীর   মসুর ডাল,"['তীর', 'মসুর', 'ডাল']",Teer Mosur Dal,"['Teer', 'Mosur', 'Dal']"
21, 'MTBD101021', NULL, NULL, NULL, NULL, NULL, '/data/product/Pusti-Mosur-Dal-500gm.jpg', 0, 0, 59.00, 0.00, 9, 1, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'pusti-mosur-dal', 0, 1, '2022-04-27 05:42:58', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-09 09:18:34",পুষ্টি মসুর ডাল,"['পুষ্টি', 'মসুর', 'ডাল']",Pusti Mosur Dal,"['Pusti', 'Mosur', 'Dal']"
22, 'MTBD101022', NULL, NULL, NULL, NULL, NULL, '/data/product/Pusti-Mosur-Dal-1kg.jpg', 0, 0, 119.00, 0.00, 8, 2, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'pusti-mosur-dal', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-25 23:19:55",পুষ্টি  মসুর ডাল,"['পুষ্টি', 'মসুর', 'ডাল']",Pusti Mosur Dal,"['Pusti', 'Mosur', 'Dal']"
23, 'MTBD101023', NULL, NULL, NULL, NULL, NULL, '/data/product/Pran-mosur-Dal-500gm.PNG', 0, 0, 71.00, 0.00, 9, 1, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'pran-mosur-dal', 0, 1, '2022-04-27 02:04:28', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 09:54:20",প্রাণ মসুর ডাল,"['প্রাণ', 'মসুর', 'ডাল']",Pran mosur Dal,"['Pran', 'mosur', 'Dal']"
24, 'MTBD101024', NULL, NULL, NULL, NULL, NULL, '/data/product/Pran-mosur-Dal-1kg.png', 0, 0, 139.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'pran-mosur-dal', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",প্রাণ মসুর ডাল,"['প্রাণ', 'মসুর', 'ডাল']",Pran mosur Dal,"['Pran', 'mosur', 'Dal']"
25, 'MTBD101025', NULL, NULL, NULL, NULL, NULL, '/data/product/Fresh-mosur-Dal--500gm.jpg', 0, 0, 139.00, 0.00, 9, 1, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'fresh-mosur-dal-', 0, 1, '2022-04-27 04:05:56', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-06 09:54:20",ফ্রেশ মসুর ডাল,"['ফ্রেশ', 'মসুর', 'ডাল']",Fresh mosur Dal ,"['Fresh', 'mosur', 'Dal', '']"
26, 'MTBD101026', NULL, NULL, NULL, NULL, NULL, '/data/product/Fresh-mosur-Dal--1kg.jpg', 0, 0, 71.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'fresh-mosur-dal-', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",ফ্রেশ মসুর ডাল,"['ফ্রেশ', 'মসুর', 'ডাল']",Fresh mosur Dal ,"['Fresh', 'mosur', 'Dal', '']"
27, 'MTBD101027', NULL, NULL, NULL, NULL, NULL, '/data/product/ACI-Pure-Mosur-Dal-500gm.jpg', 0, 0, 138.00, 0.00, 9, 1, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'aci-pure-mosur-dal', 0, 1, '2022-04-27 03:06:04', '2022-04-02', '2022-04-02 20:15:27'," '2022-05-09 09:18:34",এসিআই পিওর মসুর ডাল,"['এসিআই', 'পিওর', 'মসুর', 'ডাল']",ACI Pure Mosur Dal,"['ACI', 'Pure', 'Mosur', 'Dal']"
28, 'MTBD101028', NULL, NULL, NULL, NULL, NULL, '/data/product/ACI-Pure-Mosur-Dal-1kg.jpg', 0, 0, 70.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'aci-pure-mosur-dal', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",এসিআই পিওর মসুর ডাল,"['এসিআই', 'পিওর', 'মসুর', 'ডাল']",ACI Pure Mosur Dal,"['ACI', 'Pure', 'Mosur', 'Dal']"
29, 'MTBD101029', NULL, NULL, NULL, NULL, NULL, '/data/product/Deshi-Mug-Dal-500gm.png', 0, 0, 88.00, 0.00, 10, 0, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'deshi-mug-dal', 0, 1, '2022-04-27 04:21:07', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-27 04:21:07",দেশি মুগ ডাল,"['দেশি', 'মুগ', 'ডাল']",Deshi Mug Dal,"['Deshi', 'Mug', 'Dal']"
30, 'MTBD101030', NULL, NULL, NULL, NULL, NULL, '/data/product/Deshi-Mug-Dal-1kg.png', 0, 0, 170.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'deshi-mug-dal', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",দেশি মুগ ডাল,"['দেশি', 'মুগ', 'ডাল']",Deshi Mug Dal,"['Deshi', 'Mug', 'Dal']"
31, 'MTBD101035', NULL, NULL, NULL, NULL, NULL, '/data/product/Pran-Mug-Dal-500gm.PNG', 0, 0, 89.00, 0.00, 10, 0, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'pran-mug-dal', 0, 1, '2022-04-27 03:51:54', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-27 03:51:54",প্রাণ মুগ ডাল,"['প্রাণ', 'মুগ', 'ডাল']",Pran Mug Dal,"['Pran', 'Mug', 'Dal']"
32, 'MTBD101036', NULL, NULL, NULL, NULL, NULL, '/data/product/Pran-Mug-Dal-1kg.PNG', 0, 0, 179.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'pran-mug-dal', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",প্রাণ মুগ ডাল,"['প্রাণ', 'মুগ', 'ডাল']",Pran Mug Dal,"['Pran', 'Mug', 'Dal']"
33, 'MTBD101039', NULL, NULL, NULL, NULL, NULL, '/data/product/ACI-Pure-Mug-Dal-500gm.PNG', 0, 0, 74.00, 0.00, 10, 0, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'aci-pure-mug-dal', 0, 1, '2022-04-26 23:15:56', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-26 23:15:56",এসিআই পিওর মুগ ডাল,"['এসিআই', 'পিওর', 'মুগ', 'ডাল']",ACI Pure Mug Dal,"['ACI', 'Pure', 'Mug', 'Dal']"
34, 'MTBD101040', NULL, NULL, NULL, NULL, NULL, '/data/product/ACI-Pure-Mug-Dal-1kg.PNG', 0, 0, 149.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'aci-pure-mug-dal', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",এসিআই পিওর মুগ ডাল,"['এসিআই', 'পিওর', 'মুগ', 'ডাল']",ACI Pure Mug Dal,"['ACI', 'Pure', 'Mug', 'Dal']"
35, 'MTBD101041', NULL, NULL, NULL, NULL, NULL, '/data/product/Chana-Boot-500gm.jpg', 0, 0, 49.00, 0.00, 10, 0, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'chana-boot', 0, 1, '2022-04-26 22:14:02', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-26 22:14:02",ছোলা বুট,"['ছোলা', 'বুট']",Chana Boot,"['Chana', 'Boot']"
36, 'MTBD101041', NULL, NULL, NULL, NULL, NULL, '/data/product/Chana-Boot-1kg.jpg', 0, 0, 89.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'chana-boot', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",ছোলা বুট,"['ছোলা', 'বুট']",Chana Boot,"['Chana', 'Boot']"
37, 'MTBD101043', NULL, NULL, NULL, NULL, NULL, '/data/product/ACI-Pure-Chola-Boot-1kg.jpg', 0, 0, 104.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'aci-pure-chola-boot', 0, 1, '2022-04-27 05:29:02', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-27 05:29:02",এসিআই পিওর ছোলা বুট,"['এসিআই', 'পিওর', 'ছোলা', 'বুট']",ACI Pure Chola Boot,"['ACI', 'Pure', 'Chola', 'Boot']"
38, 'MTBD101044', NULL, NULL, NULL, NULL, NULL, '/data/product/Chana-Boot-Dal-500gm.jpg', 0, 0, 64.00, 0.00, 10, 0, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'chana-boot-dal', 0, 1, '2022-04-26 17:48:59', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-26 17:48:59",ছোলা বুটের ডাল,"['ছোলা', 'বুটের', 'ডাল']",Chana Boot Dal,"['Chana', 'Boot', 'Dal']"
39, 'MTBD101044', NULL, NULL, NULL, NULL, NULL, '/data/product/Chana-Boot-Dal-1kg.jpg', 0, 0, 128.00, 0.00, 10, 0, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'chana-boot-dal', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",ছোলা বুটের ডাল,"['ছোলা', 'বুটের', 'ডাল']",Chana Boot Dal,"['Chana', 'Boot', 'Dal']"
40, 'MTBD101047', NULL, NULL, NULL, NULL, NULL, '/data/product/Kheshari-Dal-deshi-500gm.jpg', 0, 0, 64.00, 0.00, 10, 0, 0, 'gm', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'kheshari-dal-deshi', 0, 1, '2022-04-27 02:20:32', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-27 02:20:32",খেসারির ডাল দেশি,"['খেসারির', 'ডাল', 'দেশি']",Kheshari Dal deshi,"['Kheshari', 'Dal', 'deshi']"
41, 'MTBD101048', NULL, NULL, NULL, NULL, NULL, '/data/product/Kheshari-Dal-deshi-1kg.jpg', 0, 0, 128.00, 0.00, 8, 2, 0, 'kg', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'kheshari-dal-deshi', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-30 03:42:29",খেসারির ডাল দেশি,"['খেসারির', 'ডাল', 'দেশি']",Kheshari Dal deshi,"['Kheshari', 'Dal', 'deshi']"
42, 'MTBD101049', NULL, NULL, NULL, NULL, NULL, '/data/product/Mustured-Oil-Cow-Ghani-250ml.jpg', 0, 0, 95.00, 0.00, 10, 0, 0, 'ml', 250, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'mustured-oil-cow-ghani', 0, 1, '2022-04-26 17:58:04', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-26 17:58:04",সরিষার তেল গরুর ঘানি,"['সরিষার', 'তেল', 'গরুর', 'ঘানি']",Mustured Oil Cow Ghani,"['Mustured', 'Oil', 'Cow', 'Ghani']"
43, 'MTBD101050', NULL, NULL, NULL, NULL, NULL, '/data/product/Mustured-Oil-Cow-Ghani-500ml.jpg', 0, 0, 190.00, 0.00, 10, 0, 0, 'ml', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'mustured-oil-cow-ghani', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",সরিষার তেল গরুর ঘানি,"['সরিষার', 'তেল', 'গরুর', 'ঘানি']",Mustured Oil Cow Ghani,"['Mustured', 'Oil', 'Cow', 'Ghani']"
44, 'MTBD101051', NULL, NULL, NULL, NULL, NULL, '/data/product/Musturd-Oil-Ghani-250ml.jpg', 0, 0, 75.00, 0.00, 10, 0, 0, 'ml', 250, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'musturd-oil-ghani', 0, 1, '2022-04-26 22:28:33', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-26 22:28:33",সরিষার তেল ঘানি,"['সরিষার', 'তেল', 'ঘানি']",Musturd Oil Ghani,"['Musturd', 'Oil', 'Ghani']"
45, 'MTBD101052', NULL, NULL, NULL, NULL, NULL, '/data/product/Musturd-Oil-Ghani-500ml.jpg', 0, 0, 140.00, 0.00, 10, 0, 0, 'ml', 500, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'musturd-oil-ghani', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",সরিষার তেল ঘানি,"['সরিষার', 'তেল', 'ঘানি']",Musturd Oil Ghani,"['Musturd', 'Oil', 'Ghani']"
46, 'MTBD101053', NULL, NULL, NULL, NULL, NULL, '/data/product/Rupchanda-Musturd-Oil-1ltr.jpg', 0, 0, 297.00, 0.00, 10, 0, 0, 'ltr', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'rupchanda-musturd-oil', 0, 1, '2022-04-27 10:03:18', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-27 10:03:18",রূপচাঁদা সরিষার তেল,"['রূপচাঁদা', 'সরিষার', 'তেল']",Rupchanda Musturd Oil,"['Rupchanda', 'Musturd', 'Oil']"
47, 'MTBD101054', NULL, NULL, NULL, NULL, NULL, '/data/product/Rupchanda-Musturd-Oil-2ltr.png', 0, 0, 588.00, 0.00, 10, 0, 0, 'ltr', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'rupchanda-musturd-oil', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",রূপচাঁদা সরিষার তেল,"['রূপচাঁদা', 'সরিষার', 'তেল']",Rupchanda Musturd Oil,"['Rupchanda', 'Musturd', 'Oil']"
48, 'MTBD101055', NULL, NULL, NULL, NULL, NULL, '/data/product/Teer-Mustard-Oil-1ltr.png', 0, 0, 359.00, 0.00, 10, 0, 0, 'ltr', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'teer-mustard-oil', 0, 1, '2022-04-27 01:18:55', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-27 01:18:55",তীর সরিষার তেল,"['তীর', 'সরিষার', 'তেল']",Teer Mustard Oil,"['Teer', 'Mustard', 'Oil']"
49, 'MTBD101056', NULL, NULL, NULL, NULL, NULL, '/data/product/Teer-Mustard-Oil-2ltr.jpg', 0, 0, 589.00, 0.00, 10, 0, 0, 'ltr', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'teer-mustard-oil', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",তীর সরিষার তেল,"['তীর', 'সরিষার', 'তেল']",Teer Mustard Oil,"['Teer', 'Mustard', 'Oil']"
50, 'MTBD101057', NULL, NULL, NULL, NULL, NULL, '/data/product/Fresh-Mustard-Oil-1ltr.JPEG', 0, 0, 294.00, 0.00, 10, 0, 0, 'ltr', 1, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 4, 'fresh-mustard-oil', 0, 1, '2022-04-26 23:52:49', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-26 23:52:49",ফ্রেশ সরিষার তেল,"['ফ্রেশ', 'সরিষার', 'তেল']",Fresh Mustard Oil,"['Fresh', 'Mustard', 'Oil']"
51, 'MTBD101058', NULL, NULL, NULL, NULL, NULL, '/data/product/Fresh-Mustard-Oil-2ltr.jpg', 0, 0, 589.00, 0.00, 10, 0, 0, 'ltr', 2, '', 0, 0, 0, 0, 'physical', '1', 1, 0, 0, 'fresh-mustard-oil', 0, 1, '2022-04-02 20:15:27', '2022-04-02', '2022-04-02 20:15:27'," '2022-04-02 20:15:27",ফ্রেশ সরিষার তেল,"['ফ্রেশ', 'সরিষার', 'তেল']",Fresh Mustard Oil,"['Fresh', 'Mustard', 'Oil']"
